name,category,sub_category,website,description,february,april,may,average_time_on_website,may_normalized,change_normalized,average_time_normalized,tts,popularity,growth,engagement
Find Your Next Book,Productivity,Life Assistant,https://findyournextbook.ai,"The site provides a book recommendation service powered by AI. Users can ask for recommendations for specific genres or topics, and the AI will provide a list of recommended books.",24537.000,25122.000,36098.000,113.130,0.368,0.802,0.448,4.434,3.680,8.020,4.480
RocketAI,Design,Image Generator,https://rocketai.io,"The website provides an AI service that helps users generate creative assets, such as product photos and designs, that perfectly capture their unique brand style.",6667.000,16962.000,120798.000,30.836,0.561,1.000,0.151,4.409,5.610,10.000,1.510
Moonbeam,Marketing,SEO,https://gomoonbeam.com,kickstart your next great blog with moonbeam: your long-form writing ai assistant.,123895.000,113353.000,78329.000,106.279,0.509,0.198,0.416,4.407,5.090,1.980,4.160
Noty.ai,Productivity,Productivity,https://noty.ai,"meeting transcription software for google meet and zoom meetings. noty.ai covers meeting transcription, note-taking and follow-up drafting and lets users stay engaged in conversations.",54259.000,57451.000,66318.000,74.585,0.481,0.724,0.318,4.401,4.810,7.240,3.180
LiveReacting AI,Content Creation,Video Generator,https://livereacting.com,"add pre-recorded videos, interactive games, graphics, and polls to your live video broadcast to get more views and engagement. stream to multiple destinations at once from the browser.",60100.000,48277.000,47475.000,126.287,0.425,0.313,0.489,4.394,4.250,3.130,4.890
Riku.ai,Coding,Low-code/no-code,https://riku.ai,"riku empowers you to build ai models without code. use ai through integrations, api, or public share links. accessible ai for everyone.",55164.000,44125.000,42387.000,141.235,0.400,0.288,0.524,4.384,4.000,2.880,5.240
Programminghelper,Coding,Code Assistant,https://www.programming-helper.com/,a tool for programming and much more. generate code just by typing a text description. ai will help you to generate the code in a few seconds.,86796.000,70191.000,43035.000,153.972,0.405,0.125,0.557,4.378,4.050,1.250,5.570
Editby,Marketing,Social Media Assistant,https://editby.ai,"looking to take your twitter game to the next level? posting content 100x faster with new, original ideas is easy with the ai-powered content creation tool from editby. simply follow best practices and methods to create content that resonates with your audience and watch your follower count grow!",2509.000,9262.000,27085.000,125.372,0.287,0.995,0.486,4.374,2.870,9.950,4.860
Symbl.ai,Productivity,Text To Speech,https://symbl.ai,The Symbl AI service provides a platform for developers to build conversational applications. The service offers a set of tools to help developers create chatbots and other conversational applications. The service also provides a set of APIs to allow developers to access the Symbl platform.,81266.000,75894.000,25370.000,231.995,0.275,0.052,0.731,4.351,2.750,0.520,7.310
Artssy,Design,Image Generator,https://artssy.co,"with artssy ai, your creativity can flow. create unlimited images in 1 click and discover a world of possibilities!",513278.000,532201.000,163171.000,75.652,0.597,0.055,0.323,4.332,5.970,0.550,3.230
Getalpaca,Design,Image Generator,https://getalpaca.io,"The website provides a toolkit that allows users to integrate generative models into their Photoshop workflow. The toolkit includes features such as text-to-image generation, image-to-image variations, outpainting, and upscaling.",99811.000,86951.000,68026.000,103.238,0.488,0.230,0.411,4.314,4.880,2.300,4.110
CTRify,Marketing,SEO,https://ctrify.com,be welcome to the greatest invite only seo community of the world. our ai powered seo app and machine learning analysis tools will help you boost your organic rankings.,25711.000,14795.000,11166.000,321.057,0.149,0.095,0.857,4.268,1.490,0.950,8.570
Albus,Productivity,Productivity,https://springworks.in,"springworks builds human resources software solutions to solve challenges in recruitment, background verification & employee engagement with blockchain and ai.",74503.000,73246.000,67468.000,81.902,0.483,0.443,0.342,4.226,4.830,4.430,3.420
G3DAI {Jedi},Design,3D,https://g3d.ai,generative ai for gaming,9683.000,10563.000,28577.000,110.485,0.302,0.950,0.436,4.204,3.020,9.500,4.360
Qatalog,Productivity,Productivity,https://qatalog.com,"a self-structuring, centralized system to seamlessly manage people, operations, and knowledge.",37257.000,41160.000,38341.000,109.446,0.381,0.566,0.428,4.183,3.810,5.660,4.280
Robovision.ai,Coding,Low-code/no-code,https://robovision.ai,take control of your ai vision with robovision's award-winning platform to manage vision intelligence in smart marchines,25692.000,21012.000,21979.000,182.570,0.255,0.384,0.624,4.155,2.550,3.840,6.240
WowTo,Content Creation,Video Generator,https://wowto.ai,wowto - free video knowledge base builder,39967.000,39840.000,44553.000,84.198,0.416,0.637,0.355,4.137,4.160,6.370,3.550
DiffusionBee,Design,Art,https://diffusionbee.com,The AI service provided by the website is an AI art generator. It allows users to generate AI art using a text prompt.,201123.000,189313.000,127392.000,61.109,0.570,0.201,0.269,4.127,5.700,2.010,2.690
Whisper AI,Industry-specific,Healthcare,https://whisper.ai,"whisper uses sophisticated artificial intelligence algorithms and powerful, cell-phone level processors to optimize sound and deliver a great hearing experience wherever you are. no large upfront fees. whisper is available through a simple monthly plan.",122159.000,70184.000,118280.000,47.012,0.556,0.509,0.209,4.125,5.560,5.090,2.090
GetFloorPlan,Industry-specific,Real Estate,https://getfloorplan.com,download a 2d floor plan to get great 3d renderings with furniture and a virtual tour,46705.000,58156.000,74182.000,42.421,0.499,0.842,0.196,4.121,4.990,8.420,1.960
Typewise,Customer Support,Customer Support,https://typewise.app,"The website provides an AI writing solution that helps customer service and sales teams save cost, decrease response and resolution times, and increase customer satisfaction. The solution includes text prediction, auto-completion of entire sentences and paragraphs, magic reply, auto-correction of mistakes, custom AI language model, quality control and analytics, and multi-language support.",75996.000,30299.000,84365.000,48.938,0.521,0.629,0.221,4.118,5.210,6.290,2.210
Jrnylist,Marketing,Prompts,https://jrnylist.com,web site created using create-react-app,20203.000,30000.000,27188.000,121.417,0.289,0.764,0.476,4.113,2.890,7.640,4.760
Kailua Labs,Customer Support,Search Engine,https://app.kailualabs.com,"kailua labs empowers developers with a plug-and-play search api that works on anything, whether it's text, images, video, audio, or other data.",2343.000,1716.000,11372.000,164.540,0.156,0.978,0.584,4.094,1.560,9.780,5.840
Elephas,Content Creation,General Writing,https://elephas.app,"save hours on tedious writing, tailored for busy professionals and marketers.",34476.000,54830.000,95795.000,17.232,0.541,0.947,0.109,4.088,5.410,9.470,1.090
Mutable,Coding,Code Assistant,https://mutable.ai,build fast with production quality using ai.,32285.000,40306.000,74794.000,34.183,0.501,0.917,0.166,4.086,5.010,9.170,1.660
Hello History,Productivity,Fun Tools,https://hellohistory.ai,with the help of modern ai & machine learning we’ve brought historical figures back to life. now is your chance to ask the questions you’ve always wanted to ask.,82421.000,47805.000,54117.000,105.092,0.439,0.220,0.415,4.075,4.390,2.200,4.150
Cohere,Customer Support,Customer Support,https://cohere.io/,ai-powered support assistance that finds answers from previous tickets,55920.000,38866.000,29422.000,166.922,0.307,0.143,0.594,4.054,3.070,1.430,5.940
viable,Customer Support,Customer Support,https://www.askviable.com/,"leverage gpt-4 to run deep weekly analysis of your unstructured feedback at scale. with viable's state-of-the-art ai, you can finally put away those tedious spreadsheets.",55182.000,76462.000,38236.000,123.421,0.380,0.241,0.478,4.053,3.800,2.410,4.780
Write Me A Cover Letter,Productivity,Life Assistant,https://WriteMeACoverLetter.com,Write Me A Cover Letter is a website that provides a service to help people write cover letters. The website uses artificial intelligence to help users create a cover letter that is tailored to their specific needs. The website provides a variety of templates and tools that users can use to create a custom cover letter.,6364.000,10344.000,10323.000,181.257,0.141,0.849,0.619,4.030,1.410,8.490,6.190
Rosebud,Customer Support,Search Engine,https://rosebud.ai,unleash your imagination and experience full creativity with pixelvibe's ai-streamed creative flows.,7051.000,34449.000,58388.000,37.627,0.454,0.990,0.177,3.968,4.540,9.900,1.770
Natural Language Playlist,Entertainment,Music,https://naturallanguageplaylist.com,,106110.000,39190.000,14181.000,242.373,0.189,0.017,0.751,3.966,1.890,0.170,7.510
CopyMonkey,Design,Logo Generator,https://copymonkey.ai/,ai for amazon listing optimization. generate amazon descriptions and bullet points with keywords. create your first optimized amazon listing for free.,139663.000,48298.000,40772.000,124.685,0.393,0.043,0.484,3.944,3.930,0.430,4.840
Illustroke,Design,Design Assistant,https://illustroke.com/,"illustroke allows users to easily create stunning vector illustrations (svg) from text prompts. simply enter in the text you want to use, and our platform will generate a beautiful, customizable illustration that you can download and use on your website or social media. our illustrations are perfect for adding a unique and eye-catching touch to your online content. plus, with our seo-friendly platform, your illustrations will be sure to boost your search engine rankings and drive more traffic to your website. try it out today and see the difference it can make for your online presence! text to svg illustration ai",338799.000,175575.000,74080.000,82.895,0.498,0.032,0.350,3.922,4.980,0.320,3.500
Harvey,Customer Support,Customer Support,https://hiverhq.com/harvey-ai-customer-support,deliver brilliant customer support right inside gmail with hiver. start your free trial today.,174809.000,107627.000,127730.000,42.754,0.572,0.260,0.199,3.916,5.720,2.600,1.990
Alethea,Coding,Experiments,https://alethea.ai,alethea ai is an r&d studio building at the intersection of two of the most transformative technologies of our time - generative ai and blockchain.,132134.000,121592.000,91058.000,60.340,0.526,0.235,0.262,3.913,5.260,2.350,2.620
Maverick,Coding,Code Assistant,https://www.trymaverick.com,"one place for all extensions for visual studio, azure devops services, azure devops server and visual studio code. discover and install extensions and subscriptions to create the dev environment you need.",95594.000,64204.000,79488.000,56.007,0.512,0.358,0.247,3.906,5.120,3.580,2.470
Delve,Customer Support,Customer Support,https://www.delve.ai/,create data-driven buyer personas for your business and for your competitors' businesses automatically with delve ai. get started for free today. result in minutes.,54814.000,48416.000,53862.000,69.975,0.438,0.529,0.294,3.895,4.380,5.290,2.940
Context,Customer Support,Search Engine,https://addcontext.xyz,audio & video search engine,60082.000,41226.000,32598.000,132.432,0.343,0.145,0.506,3.884,3.430,1.450,5.060
Lek,Content Creation,Copywriting,https://lek.ai/,The website provides an AI service that helps users generate text and write with more than 25 use cases. The service is available in all languages and can be used on all platforms.,5331.000,4910.000,30861.000,73.372,0.330,0.985,0.307,3.863,3.300,9.850,3.070
Spatial,Marketing,Social Media Assistant,https://spatial.ai,The AI service provided by the website at https://spatial.ai is a real-time social media segmentation system. This system uses data from social media platforms to segment people based on their interests and behavior. This system can be used to target and acquire customers based on their digital and physical signals.,24077.000,23166.000,19122.000,166.179,0.235,0.318,0.589,3.849,2.350,3.180,5.890
Nyx,Customer Support,Search Engine,https://nyx.gallery,The website provides a service that generates images using artificial intelligence. The images that are generated are not real and do not exist in reality.,11346.000,14852.000,25214.000,95.814,0.274,0.913,0.391,3.847,2.740,9.130,3.910
BedtimeStory AI,Content Creation,Story Teller,https://bedtimestory.ai,"create personalised, instant bedtime stories in seconds. generate a story about your child, with family members as characters, add a genre, art style, moral and much more – using artificial intelligence.",100471.000,40632.000,34182.000,131.014,0.348,0.062,0.501,3.806,3.480,0.620,5.010
Warmer.ai,Marketing,Email Assistant,https://warmer.ai,"warmer uses ai email personalization to write your email outreach. increase replies, meetings and sales with dynamic personalization.",20354.000,25517.000,27597.000,93.668,0.295,0.767,0.385,3.782,2.950,7.670,3.850
WhatTheDiff,Coding,Code Assistant,https://whatthediff.ai,the ai powered github app that helps you review your pull requests.,44128.000,36615.000,56925.000,42.194,0.451,0.749,0.194,3.780,4.510,7.490,1.940
SwagAI,Industry-specific,Human Resources,https://useslingshot.com,"swag giveaways that lead to more sales calls, more community members, and more shoutouts on social while you do none of the work.",13593.000,10709.000,11371.000,198.541,0.154,0.361,0.660,3.771,1.540,3.610,6.600
GETitOUT,Marketing,Sales,https://getitout.io,"The GETitOUT website provides a number of AI-powered marketing tools designed to help businesses improve their marketing efforts. These tools include a persona generator, competitor analysis tool, client analysis tool, text generator, and material generator. Each of these tools is designed to help businesses save time and improve their marketing results.",28543.000,27635.000,27261.000,114.276,0.290,0.496,0.456,3.770,2.900,4.960,4.560
Ponzu,Design,3D,https://www.ponzu.gg,"Ponzu is an AI service that provides photorealistic textures and lighting for 3D assets. It uses a neural network to generate realistic textures and lighting for 3D models, based on a dataset of real-world images.",11771.000,14073.000,43326.000,41.943,0.406,0.968,0.192,3.766,4.060,9.680,1.920
Redacta.me,Content Creation,General Writing,https://redacta.me,Redacta.me is an AI service that provides automated text editing and proofreading.,5313.000,2667.000,3127.000,296.822,0.056,0.175,0.826,3.759,0.560,1.750,8.260
Ai2sql,Coding,SQL,https://ai2sql.io,ai-powered sql query builder enables you to quickly build sql queries without any knowledge of sql for beginners.,147255.000,41928.000,65303.000,73.545,0.479,0.101,0.308,3.728,4.790,1.010,3.080
Galactica,Industry-specific,Research,https://galactica.org,"Galactica.org provides an AI service that helps users find and connect with other users who have similar interests. The service uses a variety of algorithms to find and recommend matches, and also provides tools for users to communicate with each other.",80809.000,65769.000,46721.000,84.863,0.421,0.170,0.358,3.707,4.210,1.700,3.580
Forethought,Customer Support,Customer Support,https://forethought.ai/,"unlock efficiency by automating customer support with generative ai, lowering support costs while providing top-tier service in every customer interaction.",136991.000,98158.000,101043.000,38.045,0.544,0.265,0.179,3.701,5.440,2.650,1.790
Tinq.ai - NLP API,Coding,Developer Tools,https://tinq.ai,"tinq is an ai toolkit that allows ner, sentiment analysis, text classification, summarization, question answering, text generation, language detection.",34693.000,35591.000,36622.000,74.393,0.370,0.591,0.315,3.701,3.700,5.910,3.150
Debuild,Coding,Low-code/no-code,https://debuild.app,build web apps lightning fast.,131005.000,107252.000,49449.000,85.616,0.428,0.078,0.367,3.686,4.280,0.780,3.670
GET3D (Nvidia),Design,3D,https://nv-tlabs.github.io/GET3D,The website provides a generative model of high quality 3D textured shapes learned from images.,79636.000,89679.000,60327.000,62.675,0.461,0.283,0.274,3.684,4.610,2.830,2.740
HairstyleAI,Design,Avatars,https://www.hairstyleai.com,ready for a new look? upload you photos and let artificial intelligence technology generate new hairstyles for you. try it out today!,43169.000,62388.000,54856.000,38.995,0.443,0.740,0.182,3.683,4.430,7.400,1.820
Lobe,Coding,Low-code/no-code,https://lobe.ai,"github is where over 100 million developers shape the future of software, together. contribute to the open source community, manage your git repositories, review code like a pro, track bugs and features, power your ci/cd and devops workflows, and secure code before you commit it.",44565.000,20623.000,41975.000,71.033,0.396,0.484,0.297,3.652,3.960,4.840,2.970
Tattoos AI,Productivity,Fun Tools,https://tattoosai.com,"if you have an idea for a tattoo but can't find the right design, let our ai generate one within seconds. it lets you create the perfect design based on what you like, and it will give you unlimited options so that there's something for everyone.",221989.000,128575.000,58656.000,79.786,0.456,0.037,0.333,3.649,4.560,0.370,3.330
Retune,Coding,Low-code/no-code,https://retune.so,re:tune is a frontend for openai's gpt-3 fine-tuning api. use it to build your own ai powered apps. no coding required.,106178.000,21562.000,11780.000,213.258,0.164,0.013,0.701,3.637,1.640,0.130,7.010
ELI5,Productivity,Fun Tools,https://explainlikeimfive.io,ready to make sense of the world? eli5 can help explain tough concepts in an easy-to-understand way.,191505.000,71569.000,67623.000,67.006,0.484,0.068,0.285,3.628,4.840,0.680,2.850
MateAI,Marketing,Email Assistant,https://mateai.io,"write your email faster with ai, find inspiration for your emails, import templates on your esp.",7588.000,7561.000,72706.000,2.329,0.493,0.993,0.040,3.618,4.930,9.930,0.400
Xno.ai,Design,Image Generator,https://xno.ai,The website provides an AI service that can be used to generate text descriptions of images.,27805.000,17720.000,17808.000,159.890,0.226,0.205,0.570,3.615,2.260,2.050,5.700
Peech,Content Creation,Video Generator,https://peech-ai.com,"peech, a personalized and automatic video editing and management platform, allows you to automatically create, transcribe, collaborate, optimize, and publish content - all in one place.",60377.000,34199.000,34326.000,108.163,0.350,0.158,0.426,3.612,3.500,1.580,4.260
PictoDream,Design,Avatars,https://pictodream.com/,"PictoDream.com is a website that allows users to generate images of themselves using AI. The website provides a user-friendly interface that allows users to select a photo of themselves, and then select a range of options to generate a custom image. The options include hairstyle, facial features, clothing, and background.",18180.000,10492.000,6376.000,244.007,0.104,0.065,0.753,3.597,1.040,0.650,7.530
CandyIcons,Design,Design Assistant,https://www.candyicons.com/,"candyicons offers thousands of unique and amazing app icons that have not yet appeared elsewhere—saving you time in spotting the perfect icon for your product. full copyright ownership: after purchase, you'll have an exclusive right to use it in any way you want. 512x512 high-resolution images. easy payment: no login required - pay per download.",26395.000,28372.000,30573.000,74.447,0.325,0.681,0.317,3.574,3.250,6.810,3.170
Quickchat,Customer Support,Customer Support,https://www.quickchat.ai,"quickchat ai empowers companies to build their own multilingual ai assistants powered by generative ai models such as gpt‑3. thanks to our no-code platform and powerful integrations companies can build conversational ai interfaces and connect them to any website, product, app, game or smart device.",528588.000,128495.000,61162.000,71.858,0.469,0.015,0.303,3.572,4.690,0.150,3.030
Channel,Coding,SQL,https://usechannel.com,marketing experimentation made easy,184155.000,175552.000,73075.000,58.030,0.494,0.085,0.254,3.571,4.940,0.850,2.540
PhotoAI,Design,Avatars,https://photoai.me/,create ai-generated images of yourself,48081.000,42115.000,38698.000,77.287,0.383,0.328,0.327,3.551,3.830,3.280,3.270
AI2image,Design,Design Assistant,https://www.ai2image.com/,generate the best images online with ai image generator by ai2image. use ai to generate high-quality images of any size and style you want!,18520.000,24260.000,28068.000,74.051,0.297,0.817,0.312,3.550,2.970,8.170,3.120
Dreamer,Design,Image Generator,https://slashdreamer.com,integration stable diffusion in notion to ai generate images with a new slash command.,3625.000,4725.000,21784.000,76.683,0.252,0.987,0.325,3.547,2.520,9.870,3.250
Masterpiece Studio ,Coding,Low-code/no-code,https://masterpiecestudio.com,"making 3d effortless with generative ai - generate, edit, deploy. the first complete vr 3d creative suite for indie creators.",44639.000,32667.000,23308.000,137.771,0.265,0.140,0.517,3.533,2.650,1.400,5.170
Writely,Content Creation,General Writing,https://writelyai.com,making the art of writing accessible to all,54429.000,281899.000,45753.000,61.704,0.418,0.363,0.270,3.533,4.180,3.630,2.700
VEG3,Content Creation,Copywriting,https://veg3.ai,The website provides a vegan meal planning service that creates custom meal plans based on the user's preferences.,5070.000,6259.000,10440.000,119.541,0.144,0.905,0.471,3.509,1.440,9.050,4.710
Kafkai,Marketing,SEO,https://kafkai.com,kafkai is a machine-learning algorithm that can write articles from scratch. cutting-edge technology for marketers and seos.,20569.000,29359.000,25429.000,82.674,0.277,0.725,0.347,3.498,2.770,7.250,3.470
Thundercontent,Marketing,SEO,https://thundercontent.com,"thundercontent uses artificial intelligence to help you write articles unique articles at the speed of light. ⚡️spend less money and time, for a better result.",64493.000,47489.000,35991.000,86.210,0.367,0.150,0.370,3.465,3.670,1.500,3.700
MindSmith,Customer Support,Education Assistant,https://mindsmith.ai,experience the future of learning with our generative ai microlearning tool. our cutting-edge technology creates beautiful lessons to help you train and teach more efficiently. try it now and see the difference.,9508.000,6113.000,8883.000,165.866,0.128,0.469,0.587,3.457,1.280,4.690,5.870
Notion AI,Content Creation,General Writing,https://affiliate.notion.so,The website provides an AI service that helps you improve your health by providing you with personalized recommendations based on your health goals.,6788.000,12834.000,8269.000,145.808,0.124,0.720,0.529,3.456,1.240,7.200,5.290
SmartScribe,Content Creation,General Writing,https://smartscribe.app,smartscribe ai writing assistant. solve writer's block. improve your comprehension skills. become a better student or blogger. product unique text with our writing tool. summarise articles in seconds with our summary tool. 30-day free trial. no credit card is required. get started today!,8048.000,6589.000,11861.000,113.534,0.167,0.805,0.453,3.452,1.670,8.050,4.530
AIHelperBot,Coding,SQL,https://aihelperbot.com,"The AI service provided by the website is a tool that can generate SQL queries in seconds, explain them, format them, or optimize them.",29103.000,31515.000,34409.000,56.121,0.352,0.692,0.249,3.448,3.520,6.920,2.490
Summari,Content Creation,Summarizer,https://summari.com,"powered by ai, summari produces useful summaries delivered thoughtfully to your audience.",72225.000,41966.000,33624.000,99.188,0.345,0.111,0.403,3.448,3.450,1.110,4.030
CSM,Coding,Developer Tools,https://csm.ai/,"The website provides a 3D world modeling service that can create 3D assets from video, image or text input. The service can generate high-resolution geometry, UV-unwrapped textures and neural radiance fields - using latest breakthroughs in neural inverse graphics.",44595.000,38390.000,34955.000,81.439,0.355,0.306,0.340,3.441,3.550,3.060,3.400
Kinetix,Design,3D,https://www.kinetix.tech,create custom emotes with artificial intelligence and no-code tool. use emotes on any avatar and in multiple virtual worlds. express yourself in the metaverse.,40014.000,44546.000,29552.000,98.186,0.313,0.266,0.400,3.431,3.130,2.660,4.000
Cowriter,Content Creation,Copywriting,https://cowriter.org/,co writer is a ai powered tool for optimizing your marketing content,327904.000,169800.000,15347.000,169.965,0.199,0.003,0.605,3.418,1.990,0.030,6.050
IllostrationAI,Design,Design Assistant,https://www.illostration.com,The AI service provided by the website at https://www.illostration.com is a digital art service that uses artificial intelligence to generate artworks based on user input.,5870.000,16279.000,12204.000,101.994,0.171,0.907,0.408,3.394,1.710,9.070,4.080
Rephrasely,Coding,Paraphraser,https://rephrasely.com,"rephrasely offers 12 free modes that will paraphrase, rewrite, and change the content of your text while retaining the meaning.",140867.000,42133.000,52162.000,69.464,0.431,0.075,0.289,3.386,4.310,0.750,2.890
Clickable,Design,Design Assistant,https://www.clickable.so,"beautiful, brand-consistent, and highly converting ads for all marketing channels. no design experience needed.",97060.000,92995.000,55632.000,56.478,0.444,0.161,0.250,3.381,4.440,1.610,2.500
CoolAIid,Industry-specific,Real Estate,https://coolaiid.com,"The website provides an AI-driven platform for interior design, allowing users to explore endless possibilities in design and decorate their homes according to their favorite styles. The platform also offers pro tools for more control over renders, as well as a gallery of latest renders for inspiration.",21850.000,26885.000,26193.000,74.177,0.282,0.702,0.313,3.364,2.820,7.020,3.130
Whisper Memos,Customer Support,Transcriber,https://whispermemos.com,whisper memos is an app that records your voice and sends you an email with the transcription a few minutes later. it is based on openai's new whisper technology. the outcome is simply very accurate.,3883.000,63883.000,30986.000,35.029,0.333,0.988,0.169,3.329,3.330,9.880,1.690
DaVinciFace,Design,Art,https://www.davinciface.com,"davinciface is a software, based on the deep learning, to generate davinci’s style portraits from any photo of a human face.",34577.000,27010.000,27404.000,93.787,0.294,0.314,0.386,3.328,2.940,3.140,3.860
Monitaur,Coding,Low-code/no-code,https://monitaur.ai,"keeping ai honest is a full-time job. ours. one platform to guide and govern the entire lifecycle of your ai. complete risk management solution to record, monitor, govern, and audit your ai and achieve machine learning assurance.",12653.000,17305.000,17503.000,84.098,0.221,0.772,0.353,3.289,2.210,7.720,3.530
Theoasis,Design,Avatars,https://theoasis.com/,coming to the  iphone soon,10990.000,42056.000,29212.000,45.864,0.303,0.938,0.206,3.277,3.030,9.380,2.060
Legal Robot,Industry-specific,Legal Assistant,https://legalrobot.com,know what you sign. legal robot uses machine learning to understand contracts. snap a picture for instant analysis and write better contracts using ai.,10634.000,37821.000,30499.000,36.682,0.323,0.948,0.172,3.251,3.230,9.480,1.720
Symanto Text Insights,Coding,Low-code/no-code,https://symanto.com,meta description: get real-time insights from consumers using ai and psychology. get ahead of competitors and grow your roi.,48132.000,39199.000,39710.000,55.404,0.385,0.344,0.244,3.245,3.850,3.440,2.440
Liner.ai,Coding,Low-code/no-code,https://liner.ai,liner is a free tool which lets you build and deploy machine learning applications within minutes. no coding or expertise in machine learning required.,37024.000,34321.000,32337.000,66.983,0.338,0.408,0.284,3.234,3.380,4.080,2.840
Explore AI,Customer Support,Search Engine,https://exploreai.vercel.app,"The website provides a service that helps users explore and understand artificial intelligence. It provides a range of resources, including articles, videos, and interactive tools. The website also offers a community forum where users can ask questions and share ideas.",9642.000,6419.000,6980.000,167.182,0.113,0.258,0.597,3.211,1.130,2.580,5.970
Textomap,Coding,Developer Tools,https://textomap.com,"textomap is the fastest and easiest way to create interactive maps for any purpose. save hours of tedious work creating maps, focus on writing great content. create and edit maps on your mobile browser, no need to open laptops or download apps.",12279.000,20886.000,31441.000,27.701,0.337,0.930,0.144,3.191,3.370,9.300,1.440
FashionAdvisorAI,Industry-specific,Fashion,https://fashionadvisorai.com,The website provides a service that allows users to ask questions about fashion and receive answers from a computer program. The program is designed to provide advice on what to wear and how to match different clothing items.,9034.000,7017.000,5404.000,188.958,0.091,0.176,0.638,3.183,0.910,1.760,6.380
GPT-Prompter,Content Creation,Summarizer,https://gptprompter.com,gpt-prompter,10854.000,64398.000,23707.000,51.727,0.267,0.912,0.231,3.171,2.670,9.120,2.310
Avatar AI,Design,Avatars,https://avatarai.me,"create ai avatars, magic avatars, ai profile pictures (pfps), ai photography, photorealistic ai, pet portraits, dating photos, couples photoshoot, linkedin professional profile photos with artificial intelligence using stable diffusion and dreambooth",191727.000,299847.000,59753.000,43.008,0.459,0.050,0.201,3.149,4.590,0.500,2.010
Podcast,Industry-specific,Research,https://podcast.ai,the ai-generated podcast.,51887.000,98249.000,53124.000,16.600,0.434,0.561,0.101,3.135,4.340,5.610,1.010
Xembly,Productivity,Productivity,https://xembly.com,"make every day meaningful with xembly, an automated chief of staff to handle the tasks that slow you down.",41339.000,65998.000,29219.000,77.599,0.305,0.246,0.328,3.083,3.050,2.460,3.280
Dallelist,Marketing,Prompts,https://dallelist.com,"handpicked keywords for your dall·e 2 prompts. browse top artists, mediums, camera styles, architects and more.",25957.000,27026.000,27293.000,58.587,0.292,0.584,0.259,3.080,2.920,5.840,2.590
Pattern Maker AI,Design,Design Assistant,https://patternmakerai.com/,generate seamless vector patterns using artificial intelligence,31462.000,16558.000,30693.000,49.371,0.327,0.521,0.222,3.044,3.270,5.210,2.220
Ask My Book,Coding,Experiments,https://askmybook.com,The Ask My Book website provides a service that allows users to ask questions about a book and receive answers in real-time from artificial intelligence.,14919.000,12805.000,16816.000,78.150,0.212,0.647,0.332,3.035,2.120,6.470,3.320
AI Careers,Entertainment,Gaming,https://aicareers.io,find jobs in ai (artificial intelligence) or machine learning.  ai job opportunities for all.,16500.000,21637.000,29442.000,30.014,0.312,0.875,0.148,3.027,3.120,8.750,1.480
Seek,Coding,Low-code/no-code,https://seek.ai,,38636.000,40677.000,37054.000,34.502,0.371,0.501,0.167,3.024,3.710,5.010,1.670
Bertha.ai,Content Creation,Copywriting,https://bertha.ai,"bertha ai - utilizing the power of chatgpt and open ai plus stable diffusion in an easy to use interface for wordpress and now, chrome so you can use her anywhere there is a web interface.",34807.000,39401.000,38049.000,21.296,0.376,0.616,0.129,3.012,3.760,6.160,1.290
Harmonai,Entertainment,Music,https://harmonai.org,,52310.000,38407.000,30009.000,73.764,0.320,0.165,0.310,3.005,3.200,1.650,3.100
Splashmusic,Entertainment,Music,https://splashmusic.com,bringing the joy of music making to everyone,39172.000,29929.000,29958.000,65.743,0.318,0.286,0.279,2.992,3.180,2.860,2.790
SuperReply,Marketing,Email Assistant,https://superreply.co,"The AI service provided by superreply.co is an AI-powered email reply service that helps users win more deals by providing personalized responses to any situation. The service is free to start, with a paid subscription option for unlimited emails.",24479.000,29159.000,28386.000,44.392,0.300,0.682,0.202,2.990,3.000,6.820,2.020
Gemsouls,Design,Avatars,https://www.mygemsouls.com/,"​gemsouls is an artificial intelligence platform powering virtual characters and their connections to the real world.we are creating a new way for fans to enjoy their favortie characters, for creators to bring fictional beings to life, and ultimately, for us to stay forever connected to the people we love and hold so close to our hearts, fictional or real.",13311.000,18520.000,21014.000,51.694,0.244,0.835,0.229,2.971,2.440,8.350,2.290
Windsor,Productivity,Personalized Videos,https://windsor.io,"windsor, an ai marketing platform for e-commerce brands to automate and scale personal videos to acquire, retain and grow customers.",40866.000,37166.000,35323.000,41.653,0.362,0.399,0.189,2.965,3.620,3.990,1.890
Quasi,Content Creation,General Writing,https://quasi.market,quasi market: the first ever ai marketplace,11191.000,22567.000,20066.000,48.906,0.242,0.877,0.219,2.963,2.420,8.770,2.190
Movio,Content Creation,Video Generator,https://movio.la,why pay a spokesperson when you can use an ai video editor to create one? movio is a top-shelf synthetic media that can turn your text to video.,1221728.000,595092.000,67693.000,21.398,0.486,0.005,0.131,2.959,4.860,0.050,1.310
Daft Art,Design,Art,https://daftart.ai,"daft allows you to create an amazing, high quality artwork for your album cover within a few minutes, powered by ai.",10893.000,8278.000,21479.000,45.469,0.249,0.894,0.204,2.955,2.490,8.940,2.040
Roll Art Die,Design,Image Generator,https://roll-art-die.com,,5596.000,6361.000,4560.000,151.165,0.080,0.338,0.551,2.942,0.800,3.380,5.510
